,iid_pid,iid,id,round,order,partner,pid,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender,idg,condtn,wave,position,positin1,match,samerace,race_o,dec_o,field,race,from,zipcode,goal,date,go_out,career
10,6794.0,452.0,13.0,11.0,5.0,10.0,439.0,43.0,29.0,20.0,10.0,50.0,5.0,10.0,5.0,4.0,10.0,10.0,7.0,10.0,3.3563145281132067,29.0,7.0,1.0,53682.35464385434,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,2,9.0,0,0,2.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
11,6793.0,452.0,13.0,11.0,4.0,9.0,438.0,3.0,23.0,14.0,15.0,16.0,17.0,18.0,20.0,2.0,7.0,8.0,6.0,10.0,3.0,29.0,7.0,1.0,55080.00000000001,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,13,9.0,0,0,2.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
12,6792.0,452.0,13.0,11.0,3.0,8.0,437.0,47.0,23.0,15.0,15.0,18.0,18.0,14.0,20.0,7.0,8.0,9.0,8.0,9.0,7.0,29.0,7.0,1.0,55080.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,12,9.0,0,0,2.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
13,6791.0,452.0,13.0,11.0,8.0,7.0,436.0,-4.0,23.0,28.0,8.0,17.0,22.0,17.0,8.0,7.0,10.0,10.0,10.0,8.0,7.0,29.0,7.0,1.0,55080.00000000001,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,6,9.0,0,0,2.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
14,6790.0,452.0,13.0,11.0,9.0,6.0,435.0,12.0,22.0,25.0,5.0,20.0,25.0,15.0,10.0,1.0,4.0,5.0,4.0,5.0,1.0,29.0,7.0,1.0,55079.99999999999,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,7,9.0,0,0,1.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
15,6789.0,452.0,13.0,11.0,7.0,5.0,434.0,-1.0,27.0,30.0,15.0,15.0,30.0,0.0,10.0,4.0,7.0,8.0,7.0,8.0,7.0,29.0,7.0,1.0,55079.99999999999,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,4,9.0,0,0,2.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
16,6788.0,452.0,13.0,11.0,6.0,4.0,433.0,19.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,3.0,5.0,2.0,3.0,1.0,29.0,7.0,1.0,55080.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,3,9.0,0,0,6.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
17,6787.0,452.0,13.0,11.0,2.0,3.0,432.0,18.0,28.0,15.0,30.0,30.0,10.0,10.0,5.0,5.0,8.0,10.0,10.0,10.0,5.0,29.0,7.0,1.0,55080.00000000001,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,11,9.0,1,0,2.0,1,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
18,6786.0,452.0,13.0,11.0,1.0,2.0,431.0,-2.0,27.0,15.0,15.0,25.0,15.0,15.0,15.0,7.0,7.0,8.0,8.0,8.0,3.0,29.0,7.0,1.0,55080.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,9,9.0,0,1,4.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
19,6785.0,452.0,13.0,11.0,10.0,1.0,430.0,21.0,22.0,10.0,25.0,15.0,20.0,15.0,15.0,4.0,8.0,9.0,8.0,9.0,2.0,29.0,7.0,1.0,55080.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0,1,23,2,17,8,9.0,0,1,4.0,0,MBA,4.0,Singapore,"10,027",1.0,5.0,3.0,private equity
20,6784.0,451.0,12.0,11.0,2.0,10.0,439.0,22.0,29.0,20.0,10.0,50.0,5.0,10.0,5.0,0.0,10.0,10.0,3.0,10.0,5.0,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,2,13.0,0,0,2.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
21,6783.0,451.0,12.0,11.0,1.0,9.0,438.0,44.0,23.0,14.0,15.0,16.0,17.0,18.0,20.0,2.0,7.0,10.0,2.0,10.0,2.0,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,13,13.0,0,0,2.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
22,6782.0,451.0,12.0,11.0,10.0,8.0,437.0,44.0,23.0,15.0,15.0,18.0,18.0,14.0,20.0,6.0,8.0,10.0,7.0,10.0,8.0,30.0,3.0,1.0,55080.00000000001,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,12,13.0,0,0,2.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
23,6781.0,451.0,12.0,11.0,5.0,7.0,436.0,45.0,23.0,28.0,8.0,17.0,22.0,17.0,8.0,7.0,10.0,9.0,8.0,8.0,7.0,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,6,13.0,0,0,2.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
24,6780.0,451.0,12.0,11.0,6.0,6.0,435.0,21.0,22.0,25.0,5.0,20.0,25.0,15.0,10.0,1.0,8.0,8.0,4.0,7.0,5.082127500169129,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,7,13.0,0,0,1.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
25,6779.0,451.0,12.0,11.0,4.0,5.0,434.0,1.0,27.0,30.0,15.0,15.0,30.0,0.0,10.0,2.0,7.0,6.0,7.0,6.0,5.0,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,4,13.0,0,0,2.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
26,6778.0,451.0,12.0,11.0,3.0,4.0,433.0,-7.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,1.0,5.0,5.0,2.0,5.0,1.0,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,3,13.0,0,0,6.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
27,6777.0,451.0,12.0,11.0,9.0,3.0,432.0,24.0,28.0,15.0,30.0,30.0,10.0,10.0,5.0,2.0,5.0,9.0,5.0,10.0,9.0,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,11,13.0,0,0,2.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
28,6776.0,451.0,12.0,11.0,8.0,2.0,431.0,-1.0,27.0,15.0,15.0,25.0,15.0,15.0,15.0,5.0,8.0,7.0,5.0,7.0,2.0,30.0,3.0,1.0,55080.00000000001,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,9,13.0,0,1,4.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
29,6775.0,451.0,12.0,11.0,7.0,1.0,430.0,17.0,22.0,10.0,25.0,15.0,20.0,15.0,15.0,2.0,5.0,9.0,5.0,8.0,3.0,30.0,3.0,1.0,55080.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,0.0,20.0,40.0,5.0,20.0,5.0,10.0,1,22,2,17,8,13.0,0,1,4.0,0,MBA,4.0,"Asia, Singapore","650,206",2.0,3.0,3.0,banking
30,6774.0,450.0,11.0,11.0,1.0,10.0,439.0,21.0,29.0,20.0,10.0,50.0,5.0,10.0,5.0,5.0,9.0,10.0,5.0,9.0,5.0,25.0,3.0,7.0,53684.82159757712,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,2,2.0,0,1,2.0,0,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
31,6773.0,450.0,11.0,11.0,10.0,9.0,438.0,46.0,23.0,14.0,15.0,16.0,17.0,18.0,20.0,4.0,6.0,8.0,7.0,9.0,2.0,25.0,3.0,7.0,53670.777748441426,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,13,2.0,1,1,2.0,1,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
32,6772.0,450.0,11.0,11.0,9.0,8.0,437.0,53.0,23.0,15.0,15.0,18.0,18.0,14.0,20.0,7.0,7.0,9.0,7.0,10.0,7.0,25.0,3.0,7.0,53680.12025425273,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,12,2.0,0,1,2.0,0,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
33,6771.0,450.0,11.0,11.0,4.0,7.0,436.0,48.0,23.0,28.0,8.0,17.0,22.0,17.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,25.0,3.0,7.0,52280.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,6,2.0,0,1,2.0,0,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
34,6770.0,450.0,11.0,11.0,5.0,6.0,435.0,-8.0,22.0,25.0,5.0,20.0,25.0,15.0,10.0,7.0,9.0,10.0,9.0,9.0,6.0,25.0,3.0,7.0,53646.897858912824,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,7,2.0,0,0,1.0,1,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
35,6769.0,450.0,11.0,11.0,3.0,5.0,434.0,-1.0,27.0,30.0,15.0,15.0,30.0,0.0,10.0,5.0,5.0,5.0,7.0,5.0,9.0,25.0,3.0,7.0,52280.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,4,2.0,0,1,2.0,0,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
36,6768.0,450.0,11.0,11.0,2.0,4.0,433.0,33.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,5.0,6.0,4.0,4.0,1.0,25.0,3.0,7.0,52280.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,3,2.0,0,0,6.0,0,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
37,6767.0,450.0,11.0,11.0,8.0,3.0,432.0,4.0,28.0,15.0,30.0,30.0,10.0,10.0,5.0,5.0,10.0,10.0,9.0,10.0,10.0,25.0,3.0,7.0,53636.43396880902,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,11,2.0,1,1,2.0,1,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
38,6766.0,450.0,11.0,11.0,7.0,2.0,431.0,6.0,27.0,15.0,15.0,25.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,6.0,3.0,25.0,3.0,7.0,53667.08932289199,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,9,2.0,0,0,4.0,0,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
39,6765.0,450.0,11.0,11.0,6.0,1.0,430.0,1.0,22.0,10.0,25.0,15.0,20.0,15.0,15.0,5.0,7.0,8.0,6.0,9.0,5.0,25.0,3.0,7.0,52280.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0,1,21,2,17,8,2.0,0,0,4.0,0,International Affairs,2.0,Singapore,Missing value,2.0,6.0,2.0,Diplomat
40,6764.0,449.0,10.0,11.0,6.0,10.0,439.0,46.0,29.0,20.0,10.0,50.0,5.0,10.0,5.0,8.0,9.0,9.0,4.0,9.0,2.4959368931391546,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.0,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,2,8.0,0,0,2.0,0,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
41,6763.0,449.0,10.0,11.0,5.0,9.0,438.0,12.0,23.0,14.0,15.0,16.0,17.0,18.0,20.0,7.0,7.0,8.0,8.0,7.0,4.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.000000000000002,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,13,8.0,0,0,2.0,0,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
42,6762.0,449.0,10.0,11.0,4.0,8.0,437.0,35.0,23.0,15.0,15.0,18.0,18.0,14.0,20.0,9.0,7.0,8.0,8.0,9.0,7.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.000000000000002,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,12,8.0,0,0,2.0,0,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
43,6761.0,449.0,10.0,11.0,9.0,7.0,436.0,78.0,23.0,28.0,8.0,17.0,22.0,17.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,12.999999999999998,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,6,8.0,1,0,2.0,1,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
44,6760.0,449.0,10.0,11.0,10.0,6.0,435.0,1.0,22.0,25.0,5.0,20.0,25.0,15.0,10.0,7.0,7.0,8.0,9.0,10.0,7.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.0,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,7,8.0,1,0,1.0,1,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
45,6759.0,449.0,10.0,11.0,8.0,5.0,434.0,-12.0,27.0,30.0,15.0,15.0,30.0,0.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.000000000000002,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,4,8.0,0,0,2.0,0,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
46,6758.0,449.0,10.0,11.0,7.0,4.0,433.0,44.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,4.0,3.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,12.999999999999998,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,3,8.0,0,1,6.0,0,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
47,6757.0,449.0,10.0,11.0,3.0,3.0,432.0,24.0,28.0,15.0,30.0,30.0,10.0,10.0,5.0,8.0,8.0,9.0,9.0,10.0,10.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.0,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,11,8.0,0,0,2.0,1,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
48,6756.0,449.0,10.0,11.0,2.0,2.0,431.0,31.0,27.0,15.0,15.0,25.0,15.0,15.0,15.0,8.0,5.0,7.0,6.0,8.0,2.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.0,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,9,8.0,0,0,4.0,0,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
49,6755.0,449.0,10.0,11.0,1.0,1.0,430.0,17.0,22.0,10.0,25.0,15.0,20.0,15.0,15.0,5.0,6.0,9.0,8.0,8.0,5.0,23.0,7.0,1.0,52280.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,13.0,55.0,2.0,1.0,40.0,1.0,1.0,1,20,2,17,8,8.0,0,0,4.0,0,Law,6.0,New York,"11,552",1.0,3.0,1.0,Business/Law
